package	function	summary	language	source_url	doc_path	fetched_at
scop	FeatureDimPlot3D	3D-Dimensional reduction plot for gene expression visualization.	R	https://mengxu98.github.io/scop/reference/FeatureDimPlot3D.html	references/scop/functions/FeatureDimPlot3D.md	2026-08-03T14:16:23+00:00
scop	FeatureHeatmap	Feature Heatmap	R	https://mengxu98.github.io/scop/reference/FeatureHeatmap.html	references/scop/functions/FeatureHeatmap.md	2026-08-03T14:16:23+00:00
scop	FeatureStatPlot	Statistical plot of features	R	https://mengxu98.github.io/scop/reference/FeatureStatPlot.html	references/scop/functions/FeatureStatPlot.md	2026-08-03T14:16:23+00:00
scop	FerrisWheelPlot	Draw a Ferris wheel-style donut plot for up/down counts across pathways or other categories. The center donut shows the total counts, and outer donuts show category-level counts with radius scaled by category size.	R	https://mengxu98.github.io/scop/reference/FerrisWheelPlot.html	references/scop/functions/FerrisWheelPlot.md	2026-08-03T14:16:23+00:00
scop	FetchDataZero	FetchData but with zeroes for unavailable genes	R	https://mengxu98.github.io/scop/reference/FetchDataZero.html	references/scop/functions/FetchDataZero.md	2026-08-03T14:16:23+00:00
scop	FetchH5	Fetch data from the hdf5 file and returns a Seurat object	R	https://mengxu98.github.io/scop/reference/FetchH5.html	references/scop/functions/FetchH5.md	2026-08-03T14:16:23+00:00
scop	FindAllMarkers	Find markers for all groups	R	https://mengxu98.github.io/scop/reference/FindAllMarkers.html	references/scop/functions/FindAllMarkers.md	2026-08-03T14:16:23+00:00
scop	FindExpressedMarkers	Find Expressed Markers	R	https://mengxu98.github.io/scop/reference/FindExpressedMarkers.html	references/scop/functions/FindExpressedMarkers.md	2026-08-03T14:16:23+00:00
scop	FindMarkers	Find markers between groups	R	https://mengxu98.github.io/scop/reference/FindMarkers.html	references/scop/functions/FindMarkers.md	2026-08-03T14:16:23+00:00
scop	FindNeighbors	Find nearest neighbors	R	https://mengxu98.github.io/scop/reference/FindNeighbors.html	references/scop/functions/FindNeighbors.md	2026-08-03T14:16:23+00:00
scop	FindVariableFeatures	Find variable features	R	https://mengxu98.github.io/scop/reference/FindVariableFeatures.html	references/scop/functions/FindVariableFeatures.md	2026-08-03T14:16:23+00:00
scop	FitDevoPlot	Visualize FitDevo developmental potential scores with scop dimensional and grouped summary plots.	R	https://mengxu98.github.io/scop/reference/FitDevoPlot.html	references/scop/functions/FitDevoPlot.md	2026-08-03T14:16:23+00:00
scop	FoldChange	Calculate expression fold change	R	https://mengxu98.github.io/scop/reference/FoldChange.html	references/scop/functions/FoldChange.md	2026-08-03T14:16:23+00:00
scop	GLUE_integrate	Integrate paired RNA and ATAC data using scglue. The current implementation supports one Seurat object containing one RNA assay and one ChromatinAssay, and folds the modality embeddings back to the original cells by averaging the paired RNA/ATAC embeddings.	R	https://mengxu98.github.io/scop/reference/GLUE_integrate.html	references/scop/functions/GLUE_integrate.md	2026-08-03T14:16:23+00:00
scop	GSEAPlot	This function generates various types of plots for Gene Set Enrichment Analysis (GSEA) results.	R	https://mengxu98.github.io/scop/reference/GSEAPlot.html	references/scop/functions/GSEAPlot.md	2026-08-03T14:16:23+00:00
scop	GSVAPlot	Plots for GSVA (Gene Set Variation Analysis)	R	https://mengxu98.github.io/scop/reference/GSVAPlot.html	references/scop/functions/GSVAPlot.md	2026-08-03T14:16:23+00:00
scop	GeneConvert	This function can convert different gene ID types within one species or between two species using the biomart service.	R	https://mengxu98.github.io/scop/reference/GeneConvert.html	references/scop/functions/GeneConvert.md	2026-08-03T14:16:23+00:00
scop	GeneImmuneCorPlot	Draw a linkET-style correlation butterfly plot. The heatmap shows immune-cell or immune-signature correlations, and curved links show correlations between target genes and immune abundances.	R	https://mengxu98.github.io/scop/reference/GeneImmuneCorPlot.html	references/scop/functions/GeneImmuneCorPlot.md	2026-08-03T14:16:23+00:00
scop	GetAssayData5	A re-implementation of the [SeuratObject:GetAssayData]{SeuratObject::GetAssayData} function to compatible with Assay5 objects.	R	https://mengxu98.github.io/scop/reference/GetAssayData5.html	references/scop/functions/GetAssayData5.md	2026-08-03T14:16:23+00:00
scop	GetCCCObject	Get an upstream CellChat-family object	R	https://mengxu98.github.io/scop/reference/GetCCCObject.html	references/scop/functions/GetCCCObject.md	2026-08-03T14:16:23+00:00
scop	GetCCCResult	Get a standardized or native CCC result	R	https://mengxu98.github.io/scop/reference/GetCCCResult.html	references/scop/functions/GetCCCResult.md	2026-08-03T14:16:23+00:00
scop	GetFeaturesData	Get the data from the Assay, Assay5 or Seurat object.	R	https://mengxu98.github.io/scop/reference/GetFeaturesData.html	references/scop/functions/GetFeaturesData.md	2026-08-03T14:16:23+00:00
scop	GetSimilarFeatures	Find features with expression patterns similar to provided features	R	https://mengxu98.github.io/scop/reference/GetSimilarFeatures.html	references/scop/functions/GetSimilarFeatures.md	2026-08-03T14:16:23+00:00
scop	GetSpatialGraph	Read a graph from a `SpatialNetwork` result without modifying the Seurat object. Graphs can be returned as their complete list representation, a sparse matrix, or a Seurat `Graph` object.	R	https://mengxu98.github.io/scop/reference/GetSpatialGraph.html	references/scop/functions/GetSpatialGraph.md	2026-08-03T14:16:23+00:00
scop	GetSpatialResult	Return a schema-v1 read-only view of a registered spatial result. Legacy results are normalized in the returned copy and are never written back.	R	https://mengxu98.github.io/scop/reference/GetSpatialResult.html	references/scop/functions/GetSpatialResult.md	2026-08-03T14:16:23+00:00
scop	GiottoCellProximity	Run Giotto cell proximity enrichment	R	https://mengxu98.github.io/scop/reference/GiottoCellProximity.html	references/scop/functions/GiottoCellProximity.md	2026-08-03T14:16:23+00:00
scop	GiottoCluster	Run Giotto nearest-network clustering	R	https://mengxu98.github.io/scop/reference/GiottoCluster.html	references/scop/functions/GiottoCluster.md	2026-08-03T14:16:23+00:00
scop	GiottoHMRF	Run Giotto HMRF spatial domains	R	https://mengxu98.github.io/scop/reference/GiottoHMRF.html	references/scop/functions/GiottoHMRF.md	2026-08-03T14:16:23+00:00
scop	GiottoPlot	Plot standalone Giotto backend results with scop plotting conventions. The input Seurat object, when supplied, is copied internally for plotting and is not modified.	R	https://mengxu98.github.io/scop/reference/GiottoPlot.html	references/scop/functions/GiottoPlot.md	2026-08-03T14:16:23+00:00
scop	GiottoPreprocess	Preprocess an internal Giotto workflow object	R	https://mengxu98.github.io/scop/reference/GiottoPreprocess.html	references/scop/functions/GiottoPreprocess.md	2026-08-03T14:16:23+00:00
scop	GiottoReduce	Run Giotto dimensional reduction	R	https://mengxu98.github.io/scop/reference/GiottoReduce.html	references/scop/functions/GiottoReduce.md	2026-08-03T14:16:23+00:00
scop	GiottoSpatialGenes	Run Giotto spatial gene detection	R	https://mengxu98.github.io/scop/reference/GiottoSpatialGenes.html	references/scop/functions/GiottoSpatialGenes.md	2026-08-03T14:16:23+00:00
scop	GiottoSpatialModules	Run Giotto spatial co-expression modules	R	https://mengxu98.github.io/scop/reference/GiottoSpatialModules.html	references/scop/functions/GiottoSpatialModules.md	2026-08-03T14:16:23+00:00
scop	GiottoSpatialNetwork	Create a Giotto spatial network	R	https://mengxu98.github.io/scop/reference/GiottoSpatialNetwork.html	references/scop/functions/GiottoSpatialNetwork.md	2026-08-03T14:16:23+00:00
scop	GroupHeatmap	The Group Heatmap	R	https://mengxu98.github.io/scop/reference/GroupHeatmap.html	references/scop/functions/GroupHeatmap.md	2026-08-03T14:16:23+00:00
scop	Harmony5_integrate	Seurat v5 Harmony integration	R	https://mengxu98.github.io/scop/reference/Harmony5_integrate.html	references/scop/functions/Harmony5_integrate.md	2026-08-03T14:16:23+00:00
scop	Harmony_integrate	The Harmony integration function	R	https://mengxu98.github.io/scop/reference/Harmony_integrate.html	references/scop/functions/Harmony_integrate.md	2026-08-03T14:16:23+00:00
scop	ImmuneAbundancePlot	Visualize immune abundance or score matrices from deconvolution results, spatial metadata, GSVA-like scores, or user-provided matrices.	R	https://mengxu98.github.io/scop/reference/ImmuneAbundancePlot.html	references/scop/functions/ImmuneAbundancePlot.md	2026-08-03T14:16:23+00:00
scop	LIGER_integrate	The LIGER integration function	R	https://mengxu98.github.io/scop/reference/LIGER_integrate.html	references/scop/functions/LIGER_integrate.md	2026-08-03T14:16:23+00:00
scop	LISIPlot	Backward-compatible wrapper around {[=BenchmarkPlot]{BenchmarkPlot()}} for LISI scores. Visualize LISI scores on a dimensional reduction and compare methods with a summary boxplot.	R	https://mengxu98.github.io/scop/reference/LISIPlot.html	references/scop/functions/LISIPlot.md	2026-08-03T14:16:23+00:00
scop	LineagePlot	Generate a lineage plot based on the pseudotime.	R	https://mengxu98.github.io/scop/reference/LineagePlot.html	references/scop/functions/LineagePlot.md	2026-08-03T14:16:23+00:00
scop	ListCCCMethods	Returns the CCC producers integrated with SCOP's Seurat result, scheduler, unified table, and plotting interfaces.	R	https://mengxu98.github.io/scop/reference/ListCCCMethods.html	references/scop/functions/ListCCCMethods.md	2026-08-03T14:16:23+00:00
scop	ListDB	Retrieves information about databases based on a given species and database name.	R	https://mengxu98.github.io/scop/reference/ListDB.html	references/scop/functions/ListDB.md	2026-08-03T14:16:23+00:00
scop	ListEnv	List conda-compatible Python environments	R	https://mengxu98.github.io/scop/reference/ListEnv.html	references/scop/functions/ListEnv.md	2026-08-03T14:16:23+00:00
scop	ListExternalDatasets	Read a dataset manifest from the external mengxu98/datasets repository or a local mirror. This keeps example data assets out of the SCOP package while still making them discoverable and reproducible.	R	https://mengxu98.github.io/scop/reference/ListExternalDatasets.html	references/scop/functions/ListExternalDatasets.md	2026-08-03T14:16:23+00:00
scop	ListLIANAResources	Lists the resources exposed by the installed LIANA backend. `Consensus` and `MouseConsensus` are curated ligand-receptor resources; they are distinct from LIANA's multi-method rank aggregation.	R	https://mengxu98.github.io/scop/reference/ListLIANAResources.html	references/scop/functions/ListLIANAResources.md	2026-08-03T14:16:23+00:00
scop	ListSpatialMethods	List the public spatial analysis, visualization, framework bridge, and workflow entry points registered by scop. This function does not inspect optional packages unless `available` is `TRUE` or `FALSE`.	R	https://mengxu98.github.io/scop/reference/ListSpatialMethods.html	references/scop/functions/ListSpatialMethods.md	2026-08-03T14:16:23+00:00
scop	LoadExternalDataset	"Download a dataset listed in mengxu98/datasets, validate its size and sha256 checksum when the manifest provides them, cache it under tools::R_user_dir(""scop"", ""data""), and return the R object."	R	https://mengxu98.github.io/scop/reference/LoadExternalDataset.html	references/scop/functions/LoadExternalDataset.md	2026-08-03T14:16:23+00:00
scop	MNN_integrate	The MNN integration function	R	https://mengxu98.github.io/scop/reference/MNN_integrate.html	references/scop/functions/MNN_integrate.md	2026-08-03T14:16:23+00:00
scop	MetaCellPlot	Visualize metacell partitions on a dimensionality reduction	R	https://mengxu98.github.io/scop/reference/MetaCellPlot.html	references/scop/functions/MetaCellPlot.md	2026-08-03T14:16:23+00:00
scop	MetabolismPlot	Plots for metabolism pathway scoring	R	https://mengxu98.github.io/scop/reference/MetabolismPlot.html	references/scop/functions/MetabolismPlot.md	2026-08-03T14:16:23+00:00
scop	MistyRPlot	Plot model improvements or view contributions from a result produced by [RunMistyR()] without rerunning the backend.	R	https://mengxu98.github.io/scop/reference/MistyRPlot.html	references/scop/functions/MistyRPlot.md	2026-08-03T14:16:23+00:00
scop	MultiMAP_integrate	The MultiMAP integration function	R	https://mengxu98.github.io/scop/reference/MultiMAP_integrate.html	references/scop/functions/MultiMAP_integrate.md	2026-08-03T14:16:23+00:00
scop	NMFHeatmap	NMF similarity heatmap	R	https://mengxu98.github.io/scop/reference/NMFHeatmap.html	references/scop/functions/NMFHeatmap.md	2026-08-03T14:16:23+00:00
scop	NormalizeData	Normalize a single-cell object	R	https://mengxu98.github.io/scop/reference/NormalizeData.html	references/scop/functions/NormalizeData.md	2026-08-03T14:16:23+00:00
scop	PAGAPlot	This function generates a PAGA plot based on the given Seurat object and PAGA result.	R	https://mengxu98.github.io/scop/reference/PAGAPlot.html	references/scop/functions/PAGAPlot.md	2026-08-03T14:16:23+00:00
scop	PalantirTrajectoryPlot	Plot branch-aware Palantir trajectories on a two-dimensional embedding.	R	https://mengxu98.github.io/scop/reference/PalantirTrajectoryPlot.html	references/scop/functions/PalantirTrajectoryPlot.md	2026-08-03T14:16:23+00:00
scop	PlotscPagwas	Plot the score and adjusted p-value metadata produced by {[=RunscPagwas]{RunscPagwas()}} on an existing Seurat reduction. The plots are returned and can optionally be saved as PDF files.	R	https://mengxu98.github.io/scop/reference/PlotscPagwas.html	references/scop/functions/PlotscPagwas.md	2026-08-03T14:16:23+00:00
scop	PrepareDB	This function prepares the gene annotation databases for a given species and set of annotation sources. It retrieves the necessary information from various annotation packages or external resources and organizes it into a list. The list contains the annotation data for each specified annotation source.	R	https://mengxu98.github.io/scop/reference/PrepareDB.html	references/scop/functions/PrepareDB.md	2026-08-03T14:16:23+00:00
scop	PrepareEnv	Prepare the python environment by installing the required dependencies and setting up the environment.	R	https://mengxu98.github.io/scop/reference/PrepareEnv.html	references/scop/functions/PrepareEnv.md	2026-08-03T14:16:23+00:00
scop	PrepareSCExplorer	This function prepares one or multiple Seurat objects for the SCExplorer app. It takes a Seurat object or a list of Seurat objects as input and outputs two hdf5 files: one for the data and one for the metadata.	R	https://mengxu98.github.io/scop/reference/PrepareSCExplorer.html	references/scop/functions/PrepareSCExplorer.md	2026-08-03T14:16:23+00:00
